tconst,titleType,primaryTitle,originalTitle,isAdult,startYear,endYear,runtimeMinutes,genres,averageRating,numVotes
tt1001526,movie,Megamind,Megamind,0,2010,\N,95,"Action,Animation,Comedy",7.2,230148
tt2229499,movie,Don Jon,Don Jon,0,2013,\N,90,"Comedy,Drama,Romance",6.5,229751
tt2660888,movie,Star Trek Beyond,Star Trek Beyond,0,2016,\N,122,"Action,Adventure,Sci-Fi",7.1,229553
tt0985699,movie,Valkyrie,Valkyrie,0,2008,\N,121,"Drama,History,Thriller",7.1,229456
tt3450958,movie,War for the Planet of the Apes,War for the Planet of the Apes,0,2017,\N,140,"Action,Adventure,Drama",7.4,229378
tt1325004,movie,The Twilight Saga: Eclipse,The Twilight Saga: Eclipse,0,2010,\N,124,"Action,Adventure,Drama",5.0,229365
tt1855199,movie,End of Watch,End of Watch,0,2012,\N,109,"Action,Crime,Drama",7.6,229195
tt1212450,movie,Lawless,Lawless,0,2012,\N,116,"Crime,Drama",7.3,229099
tt0414993,movie,The Fountain,The Fountain,0,2006,\N,97,"Drama,Mystery,Romance",7.2,229085
tt0765443,movie,Eastern Promises,Eastern Promises,0,2007,\N,100,"Action,Crime,Drama",7.6,228886
tt0309698,movie,Identity,Identity,0,2003,\N,90,"Mystery,Thriller",7.3,228573
tt1211956,movie,Escape Plan,Escape Plan,0,2013,\N,115,"Action,Sci-Fi,Thriller",6.7,228141
tt0120660,movie,Enemy of the State,Enemy of the State,0,1998,\N,132,"Action,Thriller",7.3,228107
tt1464540,movie,I Am Number Four,I Am Number Four,0,2011,\N,111,"Action,Adventure,Sci-Fi",6.1,227985
tt0083944,movie,First Blood,First Blood,0,1982,\N,93,"Action,Adventure",7.7,227820
tt0144117,movie,The Boondock Saints,The Boondock Saints,0,1999,\N,108,"Action,Crime,Thriller",7.8,227796
tt0243155,movie,Bridget Jones's Diary,Bridget Jones's Diary,0,2001,\N,97,"Comedy,Drama,Romance",6.7,227619
tt3065204,movie,The Conjuring 2,The Conjuring 2,0,2016,\N,134,"Horror,Mystery,Thriller",7.3,227406
tt7349662,movie,BlacKkKlansman,BlacKkKlansman,0,2018,\N,135,"Biography,Comedy,Crime",7.5,226547
tt4123430,movie,Fantastic Beasts: The Crimes of Grindelwald,Fantastic Beasts: The Crimes of Grindelwald,0,2018,\N,134,"Adventure,Family,Fantasy",6.6,226147
tt0057115,movie,The Great Escape,The Great Escape,0,1963,\N,172,"Adventure,Drama,History",8.2,226026
tt0837562,movie,Hotel Transylvania,Hotel Transylvania,0,2012,\N,91,"Animation,Comedy,Family",7.1,226011
tt0134847,movie,Pitch Black,Pitch Black,0,2000,\N,109,"Action,Horror,Sci-Fi",7.1,226002
tt0107818,movie,Philadelphia,Philadelphia,0,1993,\N,125,Drama,7.7,225532
tt1243957,movie,The Tourist,The Tourist,0,2010,\N,103,"Action,Romance,Thriller",6.0,225511
tt5727208,movie,Uncut Gems,Uncut Gems,0,2019,\N,135,"Crime,Drama,Thriller",7.4,225473
tt1080016,movie,Ice Age: Dawn of the Dinosaurs: In Character with John Leguizamo,Ice Age: Dawn of the Dinosaurs,0,2009,\N,94,"Adventure,Animation,Comedy",6.9,225398
tt0315733,movie,21 Grams,21 Grams,0,2003,\N,124,"Crime,Drama,Thriller",7.6,225375
tt1324999,movie,The Twilight Saga: Breaking Dawn - Part 1,The Twilight Saga: Breaking Dawn - Part 1,0,2011,\N,117,"Adventure,Drama,Fantasy",4.9,225113
tt0245712,movie,Amores Perros,Amores perros,0,2000,\N,154,"Drama,Thriller",8.1,224900
tt0399146,movie,A History of Violence,A History of Violence,0,2005,\N,96,"Drama,Thriller",7.4,224745
tt1731141,movie,Ender's Game,Ender's Game,0,2013,\N,114,"Action,Adventure,Fantasy",6.6,224665
tt0259324,movie,Ghost Rider,Ghost Rider,0,2007,\N,110,"Action,Fantasy,Thriller",5.3,224419
tt0898367,movie,The Road,The Road,0,2009,\N,111,Drama,7.2,224415
tt0163978,movie,The Beach,The Beach,0,2000,\N,119,"Adventure,Drama,Romance",6.7,224381
tt4160708,movie,Don't Breathe,Don't Breathe,0,2016,\N,88,"Crime,Horror,Thriller",7.1,224242
tt4046784,movie,Maze Runner: The Scorch Trials,Maze Runner: The Scorch Trials,0,2015,\N,131,"Action,Adventure,Sci-Fi",6.3,223822
tt1922777,movie,Sinister,Sinister,0,2012,\N,110,"Horror,Mystery,Thriller",6.8,223206
tt0183505,movie,"Me, Myself & Irene","Me, Myself & Irene",0,2000,\N,116,Comedy,6.6,223187
tt2361509,movie,The Intern,The Intern,0,2015,\N,121,"Comedy,Drama",7.1,223152
tt1564367,movie,Just Go with It,Just Go with It,0,2011,\N,117,"Comedy,Romance",6.4,222871
tt1210819,movie,The Lone Ranger,The Lone Ranger,0,2013,\N,150,"Action,Adventure,Western",6.4,222399
tt0118655,movie,Austin Powers: International Man of Mystery,Austin Powers: International Man of Mystery,0,1997,\N,94,"Adventure,Comedy",7.0,222320
tt3464902,movie,The Lobster,The Lobster,0,2015,\N,119,"Comedy,Drama,Romance",7.2,222052
tt0486822,movie,Disturbia,Disturbia,0,2007,\N,105,"Crime,Drama,Mystery",6.8,221984
tt1832382,movie,A Separation,Jodaeiye Nader az Simin,0,2011,\N,123,Drama,8.3,221668
tt0080678,movie,The Elephant Man,The Elephant Man,0,1980,\N,124,"Biography,Drama",8.1,221584
tt0448011,movie,Knowing,Knowing,0,2009,\N,121,"Action,Drama,Sci-Fi",6.2,221502
tt1179904,movie,Paranormal Activity,Paranormal Activity,0,2007,\N,86,"Horror,Mystery",6.3,221406
tt0430922,movie,Role Models,Role Models,0,2008,\N,99,Comedy,6.8,220788
tt0052618,movie,Ben-Hur,Ben-Hur,0,1959,\N,212,"Adventure,Drama,History",8.1,220574
tt2381941,movie,Focus,Focus,0,2015,\N,105,"Comedy,Crime,Drama",6.6,220512
tt0045152,movie,Singin' in the Rain,Singin' in the Rain,0,1952,\N,103,"Comedy,Musical,Romance",8.3,220504
tt1588173,movie,Warm Bodies,Warm Bodies,0,2013,\N,98,"Comedy,Horror,Romance",6.8,219852
tt0420223,movie,Stranger Than Fiction,Stranger Than Fiction,0,2006,\N,113,"Comedy,Drama,Fantasy",7.5,219811
tt0465234,movie,National Treasure: Book of Secrets,National Treasure: Book of Secrets,0,2007,\N,124,"Action,Adventure,Mystery",6.5,219663
tt0027977,movie,Modern Times,Modern Times,0,1936,\N,87,"Comedy,Drama,Family",8.5,219621
tt1798684,movie,Southpaw,Southpaw,0,2015,\N,124,"Action,Drama,Sport",7.4,219108
tt2908446,movie,The Divergent Series: Insurgent,Insurgent,0,2015,\N,119,"Action,Adventure,Sci-Fi",6.2,219103
tt0462499,movie,Rambo,Rambo,0,2008,\N,92,"Action,Thriller",7.0,218842
tt0083987,movie,Gandhi,Gandhi,0,1982,\N,191,"Biography,Drama,History",8.0,218468
tt0110632,movie,Natural Born Killers,Natural Born Killers,0,1994,\N,118,"Action,Crime,Drama",7.3,217931
tt0485947,movie,Mr. Nobody,Mr. Nobody,0,2009,\N,141,"Drama,Fantasy,Romance",7.8,217674
tt2209764,movie,Transcendence,Transcendence,0,2014,\N,119,"Action,Drama,Sci-Fi",6.3,217634
tt0795421,movie,Mamma Mia!,Mamma Mia!,0,2008,\N,108,"Comedy,Musical,Romance",6.4,217630
tt0145660,movie,Austin Powers: The Spy Who Shagged Me,Austin Powers: The Spy Who Shagged Me,0,1999,\N,95,"Action,Adventure,Comedy",6.6,217494
tt0983193,movie,The Adventures of Tintin,The Adventures of Tintin,0,2011,\N,107,"Action,Adventure,Animation",7.3,217447
tt0299658,movie,Chicago,Chicago,0,2002,\N,113,"Comedy,Crime,Musical",7.2,216925
tt1234721,movie,RoboCop,RoboCop,0,2014,\N,117,"Action,Crime,Sci-Fi",6.1,216890
tt5726616,movie,Call Me by Your Name,Call Me by Your Name,0,2017,\N,132,"Drama,Romance",7.9,216744
tt0170016,movie,Dr. Seuss' How the Grinch Stole Christmas,How the Grinch Stole Christmas,0,2000,\N,104,"Comedy,Family,Fantasy",6.2,216695
tt0108550,movie,What's Eating Gilbert Grape,What's Eating Gilbert Grape,0,1993,\N,118,Drama,7.8,216525
tt0119643,movie,Meet Joe Black,Meet Joe Black,0,1998,\N,178,"Drama,Fantasy,Romance",7.2,216444
tt0302886,movie,Old School,Old School,0,2003,\N,88,Comedy,7.1,216285
tt1189340,movie,The Lincoln Lawyer,The Lincoln Lawyer,0,2011,\N,118,"Crime,Drama,Mystery",7.3,216181
tt0080339,movie,Airplane!,Airplane!,0,1980,\N,88,Comedy,7.7,216151
tt1124035,movie,Los Idus de Marzo,The Ides of March,0,2011,\N,101,"Drama,Thriller",7.1,216128
tt3741834,movie,Lion,Lion,0,2016,\N,118,"Biography,Drama",8.0,215857
tt0335345,movie,The Passion of the Christ,The Passion of the Christ,0,2004,\N,127,Drama,7.2,215809
tt0373469,movie,Kiss Kiss Bang Bang,Kiss Kiss Bang Bang,0,2005,\N,103,"Comedy,Crime,Mystery",7.5,215682
tt3402236,movie,Murder on the Orient Express,Murder on the Orient Express,0,2017,\N,114,"Crime,Drama,Mystery",6.5,215353
tt0296572,movie,The Chronicles of Riddick,The Chronicles of Riddick,0,2004,\N,119,"Action,Adventure,Sci-Fi",6.7,215116
tt0138097,movie,Shakespeare in Love,Shakespeare in Love,0,1998,\N,123,"Comedy,Drama,History",7.1,214861
tt1411238,movie,No Strings Attached,No Strings Attached,0,2011,\N,108,"Comedy,Romance",6.2,214802
tt6105098,movie,The Lion King,The Lion King,0,2019,\N,118,"Adventure,Animation,Drama",6.9,214678
tt0758774,movie,Body of Lies,Body of Lies,0,2008,\N,128,"Action,Drama,Thriller",7.1,214675
tt0384537,movie,Silent Hill,Silent Hill,0,2006,\N,125,"Action,Adventure,Fantasy",6.5,214455
tt2126355,movie,San Andreas,San Andreas,0,2015,\N,114,"Action,Adventure,Thriller",6.1,214236
tt0123755,movie,Cube,Cube,0,1997,\N,90,"Drama,Mystery,Sci-Fi",7.2,213737
tt0427944,movie,Thank You for Smoking,Thank You for Smoking,0,2005,\N,92,"Comedy,Drama",7.6,213443
tt2293640,movie,Minions,Minions,0,2015,\N,91,"Adventure,Animation,Comedy",6.4,213417
tt0408306,movie,Munich,Munich,0,2005,\N,164,"Action,Drama,History",7.5,213287
tt0251127,movie,How to Lose a Guy in 10 Days,How to Lose a Guy in 10 Days,0,2003,\N,116,"Comedy,Romance",6.4,213086
tt1424381,movie,Predators,Predators,0,2010,\N,107,"Action,Adventure,Sci-Fi",6.4,212472
tt1220719,movie,Ip Man,Yip Man,0,2008,\N,106,"Action,Biography,Drama",8.0,212213
tt0117509,movie,William Shakespeare's Romeo & Juliet,Romeo + Juliet,0,1996,\N,120,"Drama,Romance",6.7,212025
tt0109445,movie,Clerks,Clerks,0,1994,\N,92,Comedy,7.7,212012
tt3235888,movie,It Follows,It Follows,0,2014,\N,100,"Horror,Mystery,Thriller",6.8,211946
tt2674426,movie,Me Before You,Me Before You,0,2016,\N,106,"Drama,Romance",7.4,211326
tt0116996,movie,Mars Attacks!,Mars Attacks!,0,1996,\N,106,"Comedy,Sci-Fi",6.3,211111
tt0133152,movie,Planet of the Apes,Planet of the Apes,0,2001,\N,119,"Action,Adventure,Sci-Fi",5.7,210898
tt6823368,movie,Glass,Glass,0,2019,\N,129,"Drama,Sci-Fi,Thriller",6.7,210611
tt7349950,movie,It Chapter Two,It Chapter Two,0,2019,\N,169,"Drama,Fantasy,Horror",6.5,210324
tt4196776,movie,Jason Bourne,Jason Bourne,0,2016,\N,123,"Action,Thriller",6.6,209671
tt1132620,movie,The Girl with the Dragon Tattoo,Män som hatar kvinnor,0,2009,\N,152,"Crime,Drama,Mystery",7.8,209565
tt2704998,movie,Game Night,Game Night,0,2018,\N,100,"Action,Comedy,Crime",6.9,209180
tt5362988,movie,Wind River,Wind River,0,2017,\N,107,"Crime,Drama,Mystery",7.7,209133
tt5442430,movie,Life,Life,0,2017,\N,104,"Horror,Sci-Fi,Thriller",6.6,208593
tt0409847,movie,Cowboys & Aliens,Cowboys & Aliens,0,2011,\N,119,"Action,Sci-Fi,Thriller",6.0,208420
tt0059742,movie,The Sound of Music,The Sound of Music,0,1965,\N,172,"Biography,Drama,Family",8.0,208358
tt0087800,movie,A Nightmare on Elm Street,A Nightmare on Elm Street,0,1984,\N,91,Horror,7.5,208238
tt0120655,movie,Dogma,Dogma,0,1999,\N,130,"Adventure,Comedy,Drama",7.3,208198
tt0108399,movie,True Romance,True Romance,0,1993,\N,119,"Crime,Drama,Romance",7.9,208114
tt0119282,movie,Hercules,Hercules,0,1997,\N,93,"Adventure,Animation,Comedy",7.3,207749
tt1436562,movie,Rio,Rio,0,2011,\N,96,"Adventure,Animation,Comedy",6.9,207570
tt1599348,movie,Safe House,Safe House,0,2012,\N,115,"Action,Thriller",6.7,207290
tt2334879,movie,White House Down,White House Down,0,2013,\N,131,"Action,Drama,Thriller",6.4,207233
tt0287978,movie,Daredevil,Daredevil,0,2003,\N,103,"Action,Crime",5.3,207143
tt0416320,movie,Match Point,Match Point,0,2005,\N,124,"Drama,Romance,Thriller",7.6,207106
tt0333766,movie,Garden State,Garden State,0,2004,\N,102,"Comedy,Drama,Romance",7.4,207028
tt0479952,movie,Madagascar: Escape 2 Africa,Madagascar: Escape 2 Africa,0,2008,\N,89,"Adventure,Animation,Comedy",6.6,207004
tt1321870,movie,Gangster Squad,Gangster Squad,0,2013,\N,113,"Action,Crime,Drama",6.7,207001
tt4263482,movie,The Witch,The VVitch: A New-England Folktale,0,2015,\N,92,"Drama,Horror,Mystery",6.9,206826
tt0844471,movie,Cloudy with a Chance of Meatballs,Cloudy with a Chance of Meatballs,0,2009,\N,90,"Adventure,Animation,Comedy",6.9,206767
tt1979376,movie,Toy Story 4,Toy Story 4,0,2019,\N,100,"Adventure,Animation,Comedy",7.8,206561
tt8772262,movie,Midsommar,Midsommar,0,2019,\N,148,"Drama,Horror,Mystery",7.1,206519
tt4630562,movie,The Fate of the Furious,The Fate of the Furious,0,2017,\N,136,"Action,Adventure,Crime",6.7,206300
tt1139797,movie,Let the Right One In,Låt den rätte komma in,0,2008,\N,114,"Crime,Drama,Fantasy",7.9,206264
tt0246460,movie,Die Another Day,Die Another Day,0,2002,\N,133,"Action,Adventure,Thriller",6.1,205987
tt1142988,movie,The Ugly Truth,The Ugly Truth,0,2009,\N,96,"Comedy,Romance",6.4,205721
tt2582782,movie,Hell or High Water,Hell or High Water,0,2016,\N,102,"Action,Crime,Drama",7.6,205649
tt0092890,movie,Dirty Dancing,Dirty Dancing,0,1987,\N,100,"Drama,Music,Romance",7.0,205365
tt1289401,movie,Ghostbusters,Ghostbusters,0,2016,\N,117,"Action,Comedy,Fantasy",6.4,205311
tt0120855,movie,Tarzan,Tarzan,0,1999,\N,88,"Adventure,Animation,Family",7.3,205255
tt0479143,movie,Rocky Balboa,Rocky Balboa,0,2006,\N,102,"Action,Drama,Sport",7.1,205088
tt0425061,movie,Get Smart,Get Smart,0,2008,\N,110,"Action,Adventure,Comedy",6.5,204872
tt0050212,movie,The Bridge on the River Kwai,The Bridge on the River Kwai,0,1957,\N,161,"Adventure,Drama,War",8.1,204623
tt0032553,movie,The Great Dictator,The Great Dictator,0,1940,\N,125,"Comedy,Drama,War",8.4,204476
tt0376541,movie,Closer,Closer,0,2004,\N,104,"Drama,Romance",7.2,204216
tt0311113,movie,Master and Commander: The Far Side of the World,Master and Commander: The Far Side of the World,0,2003,\N,138,"Action,Adventure,Drama",7.4,203917
tt0305224,movie,Anger Management,Anger Management,0,2003,\N,106,Comedy,6.3,203841
tt1605630,movie,American Reunion,American Reunion,0,2012,\N,113,Comedy,6.7,203744
tt2184339,movie,The Purge,The Purge,0,2013,\N,85,"Horror,Sci-Fi,Thriller",5.7,203602
tt0112281,movie,Ace Ventura: When Nature Calls,Ace Ventura: When Nature Calls,0,1995,\N,90,"Adventure,Comedy,Crime",6.4,203268
tt0043014,movie,Sunset Blvd.,Sunset Blvd.,0,1950,\N,110,"Drama,Film-Noir",8.4,202988
tt4846340,movie,Hidden Figures,Hidden Figures,0,2016,\N,127,"Biography,Drama,History",7.8,202909
tt0064115,movie,Butch Cassidy and the Sundance Kid,Butch Cassidy and the Sundance Kid,0,1969,\N,110,"Biography,Crime,Drama",8.0,202595
tt0435625,movie,The Descent,The Descent,0,2005,\N,99,"Adventure,Horror,Thriller",7.2,202539
tt0265208,movie,The Girl Next Door,The Girl Next Door,0,2004,\N,109,"Comedy,Drama,Romance",6.7,202496
tt1649419,movie,The Impossible,Lo imposible,0,2012,\N,114,"Drama,History,Thriller",7.6,202390
tt0106519,movie,Carlito's Way,Carlito's Way,0,1993,\N,144,"Crime,Drama,Thriller",7.9,202158
tt0432283,movie,Fantastic Mr. Fox,Fantastic Mr. Fox,0,2009,\N,87,"Adventure,Animation,Comedy",7.9,201992
tt1980209,movie,Pain & Gain,Pain & Gain,0,2013,\N,129,"Action,Comedy,Crime",6.4,201798
tt1291150,movie,Teenage Mutant Ninja Turtles,Teenage Mutant Ninja Turtles,0,2014,\N,101,"Action,Adventure,Comedy",5.8,201556
tt2935510,movie,Ad Astra,Ad Astra,0,2019,\N,123,"Adventure,Drama,Mystery",6.5,201474
tt0142342,movie,Big Daddy,Big Daddy,0,1999,\N,93,"Comedy,Drama",6.4,200980
tt0187738,movie,Blade II,Blade II,0,2002,\N,117,"Action,Fantasy,Horror",6.7,200869
tt0087363,movie,Gremlins,Gremlins,0,1984,\N,106,"Comedy,Fantasy,Horror",7.3,200848
tt0431308,movie,P.S. I Love You,P.S. I Love You,0,2007,\N,126,"Comedy,Drama,Romance",7.0,200711
tt0266915,movie,Rush Hour 2,Rush Hour 2,0,2001,\N,90,"Action,Comedy,Crime",6.6,200669
tt1077258,movie,Planet Terror,Planet Terror,0,2007,\N,105,"Action,Adventure,Comedy",7.0,200576
tt0094737,movie,Big,Big,0,1988,\N,104,"Comedy,Drama,Fantasy",7.3,200511
tt0281358,movie,A Walk to Remember,A Walk to Remember,0,2002,\N,101,"Drama,Romance",7.4,200234
tt0087538,movie,The Karate Kid,The Karate Kid,0,1984,\N,126,"Action,Drama,Family",7.3,199926
tt5311514,movie,Your Name.,Kimi no na wa.,0,2016,\N,106,"Animation,Drama,Fantasy",8.4,199595
tt1046173,movie,G.I. Joe: The Rise of Cobra,G.I. Joe: The Rise of Cobra,0,2009,\N,118,"Action,Adventure,Sci-Fi",5.8,199534
tt1623205,movie,Oz the Great and Powerful,Oz the Great and Powerful,0,2013,\N,130,"Adventure,Family,Fantasy",6.3,199517
tt0058461,movie,A Fistful of Dollars,Per un pugno di dollari,0,1964,\N,99,"Action,Drama,Western",8.0,199334
tt0308644,movie,Finding Neverland,Finding Neverland,0,2004,\N,106,"Biography,Drama,Family",7.6,199288
tt0210945,movie,Remember the Titans,Remember the Titans,0,2000,\N,113,"Biography,Drama,Sport",7.8,199212
tt0327597,movie,Coraline,Coraline,0,2009,\N,100,"Animation,Drama,Family",7.7,198985
tt0374900,movie,Napoleon Dynamite,Napoleon Dynamite,0,2004,\N,96,Comedy,6.9,198897
tt1606378,movie,A Good Day to Die Hard,A Good Day to Die Hard,0,2013,\N,98,"Action,Thriller",5.3,198892
tt0099653,movie,Ghost,Ghost,0,1990,\N,127,"Drama,Fantasy,Romance",7.1,198883
tt0116483,movie,Happy Gilmore,Happy Gilmore,0,1996,\N,92,"Comedy,Sport",7.0,198852
tt0146316,movie,Lara Croft: Tomb Raider,Lara Croft: Tomb Raider,0,2001,\N,100,"Action,Adventure,Fantasy",5.8,198536
tt2719848,movie,Everest,Everest,0,2015,\N,121,"Action,Adventure,Biography",7.1,198437
tt0959337,movie,Revolutionary Road,Revolutionary Road,0,2008,\N,119,"Drama,Romance",7.3,198415
tt0452608,movie,Death Race,Death Race,0,2008,\N,105,"Action,Sci-Fi,Thriller",6.4,198407
tt2321549,movie,The Babadook,The Babadook,0,2014,\N,94,"Drama,Horror,Mystery",6.8,198395
tt2883512,movie,Chef,Chef,0,2014,\N,114,"Adventure,Comedy,Drama",7.3,198017
tt1272878,movie,2 Guns,2 Guns,0,2013,\N,109,"Action,Crime,Thriller",6.7,197995
tt1219827,movie,Ghost in the Shell,Ghost in the Shell,0,2017,\N,107,"Action,Crime,Drama",6.3,197485
tt0098635,movie,When Harry Met Sally...,When Harry Met Sally...,0,1989,\N,95,"Comedy,Drama,Romance",7.6,197136
tt0339291,movie,A Series of Unfortunate Events,A Series of Unfortunate Events,0,2004,\N,108,"Adventure,Comedy,Family",6.8,196967
tt0128853,movie,You've Got Mail,You've Got Mail,0,1998,\N,119,"Comedy,Drama,Romance",6.7,196621
tt0181865,movie,Traffic,Traffic,0,2000,\N,147,"Crime,Drama,Thriller",7.6,196510
tt0356150,movie,EuroTrip,EuroTrip,0,2004,\N,92,Comedy,6.6,196431
tt0295178,movie,Austin Powers in Goldmember,Austin Powers in Goldmember,0,2002,\N,94,"Action,Adventure,Comedy",6.2,196359
tt0949731,movie,The Happening,The Happening,0,2008,\N,91,"Drama,Mystery,Sci-Fi",5.0,196326
tt0499448,movie,The Chronicles of Narnia: Prince Caspian,The Chronicles of Narnia: Prince Caspian,0,2008,\N,150,"Action,Adventure,Family",6.5,195454
tt1428538,movie,Hansel & Gretel: Witch Hunters,Hansel & Gretel: Witch Hunters,0,2013,\N,88,"Action,Fantasy,Horror",6.1,195415
tt0328828,movie,American Wedding,American Wedding,0,2003,\N,96,Comedy,6.3,195352
tt0063522,movie,Rosemary's Baby,Rosemary's Baby,0,1968,\N,137,"Drama,Horror",8.0,195346
tt2948372,movie,Soul,Soul,0,2020,\N,100,"Adventure,Animation,Comedy",8.1,194787
tt1305806,movie,The Secret in Their Eyes,El secreto de sus ojos,0,2009,\N,129,"Drama,Mystery,Romance",8.2,194557
tt1155056,movie,"I Love You, Man","I Love You, Man",0,2009,\N,105,"Comedy,Romance",7.0,194503
tt0481499,movie,The Croods,The Croods,0,2013,\N,98,"Adventure,Animation,Comedy",7.2,194480
tt0103874,movie,Bram Stoker's Dracula,Dracula,0,1992,\N,128,Horror,7.4,193957
tt1284575,movie,Bad Teacher,Bad Teacher,0,2011,\N,92,"Comedy,Romance",5.6,193863
tt0481369,movie,The Number 23,The Number 23,0,2007,\N,98,"Crime,Mystery,Thriller",6.4,193784
tt1972591,movie,King Arthur: Legend of the Sword,King Arthur: Legend of the Sword,0,2017,\N,126,"Action,Adventure,Drama",6.7,193458
tt0079817,movie,Rocky II,Rocky II,0,1979,\N,119,"Drama,Sport",7.3,193170
tt5109784,movie,Mother!,Mother!,0,2017,\N,121,"Drama,Horror,Mystery",6.6,193087
tt1667889,movie,Ice Age: Continental Drift,Ice Age: Continental Drift,0,2012,\N,88,"Adventure,Animation,Comedy",6.5,193015
tt2334873,movie,Blue Jasmine,Blue Jasmine,0,2013,\N,98,Drama,7.3,192673
tt1148204,movie,Orphan,Orphan,0,2009,\N,123,"Horror,Mystery,Thriller",7.0,192659
tt0158983,movie,"South Park: Bigger, Longer & Uncut","South Park: Bigger, Longer & Uncut",0,1999,\N,81,"Animation,Comedy,Fantasy",7.7,192650
tt0079501,movie,Mad Max,Mad Max,0,1979,\N,88,"Action,Adventure,Sci-Fi",6.9,192581
tt0207201,movie,What Women Want,What Women Want,0,2000,\N,127,"Comedy,Fantasy,Romance",6.4,192492
tt1815862,movie,After Earth,After Earth,0,2013,\N,100,"Action,Adventure,Sci-Fi",4.8,192261
tt0388482,movie,Transporter 2,Transporter 2,0,2005,\N,87,"Action,Crime,Thriller",6.3,192140
tt1365519,movie,Tomb Raider,Tomb Raider,0,2018,\N,119,"Action,Adventure,Fantasy",6.3,192051
tt0914798,movie,The Boy in the Striped Pajamas,The Boy in the Striped Pyjamas,0,2008,\N,94,"Drama,History,War",7.8,192019
tt3553976,movie,Captain Fantastic,Captain Fantastic,0,2016,\N,118,"Comedy,Drama",7.9,191915
tt7975244,movie,Jumanji: The Next Level,Jumanji: The Next Level,0,2019,\N,123,"Action,Adventure,Comedy",6.6,191890
tt0960144,movie,You Don't Mess with the Zohan,You Don't Mess with the Zohan,0,2008,\N,113,Comedy,5.5,191660
tt1899353,movie,The Raid: Redemption,Serbuan maut,0,2011,\N,101,"Action,Thriller",7.6,191385
tt0397892,movie,Bolt,Bolt,0,2008,\N,96,"Adventure,Animation,Comedy",6.8,191313
tt0117381,movie,Primal Fear,Primal Fear,0,1996,\N,129,"Crime,Drama,Mystery",7.7,191173
tt0993842,movie,Hanna,Hanna,0,2011,\N,111,"Action,Adventure,Drama",6.8,190833
tt0985694,movie,Machete,Machete,0,2010,\N,105,"Action,Crime,Thriller",6.6,190590
tt0401855,movie,Underworld: Evolution,Underworld: Evolution,0,2006,\N,106,"Action,Fantasy,Thriller",6.7,190371
tt2234155,movie,The Internship,The Internship,0,2013,\N,119,Comedy,6.3,190301
tt5164214,movie,Ocean's Eight,Ocean's Eight,0,2018,\N,110,"Action,Comedy,Crime",6.8,189871
tt1636826,movie,Project X,Project X,0,2012,\N,88,Comedy,6.6,189463
tt0143145,movie,The World Is Not Enough,The World Is Not Enough,0,1999,\N,128,"Action,Adventure,Crime",6.4,189162
tt0212346,movie,Miss Congeniality,Miss Congeniality,0,2000,\N,109,"Action,Comedy,Crime",6.3,189161
tt0130827,movie,Run Lola Run,Lola rennt,0,1998,\N,81,"Crime,Drama,Thriller",7.6,188942
tt1127180,movie,Drag Me to Hell,Drag Me to Hell,0,2009,\N,99,Horror,6.5,188631
tt1340800,movie,Tinker Tailor Soldier Spy,Tinker Tailor Soldier Spy,0,2011,\N,122,"Drama,Mystery,Thriller",7.1,188578
tt0118929,movie,Dark City,Dark City,0,1998,\N,100,"Mystery,Sci-Fi,Thriller",7.6,188575
tt1959563,movie,The Hitman's Bodyguard,The Hitman's Bodyguard,0,2017,\N,118,"Action,Comedy,Crime",6.9,188555
tt0089927,movie,Rocky IV,Rocky IV,0,1985,\N,91,"Drama,Sport",6.9,188540
tt0488120,movie,Fracture,Fracture,0,2007,\N,113,"Crime,Drama,Thriller",7.2,188509
tt0088846,movie,Brazil,Brazil,0,1985,\N,132,"Drama,Sci-Fi",7.9,188392
tt0083907,movie,The Evil Dead,The Evil Dead,0,1981,\N,85,Horror,7.5,188230
tt0117665,movie,Sleepers,Sleepers,0,1996,\N,147,"Crime,Drama,Thriller",7.6,187638
tt0250494,movie,Legally Blonde,Legally Blonde,0,2001,\N,96,"Comedy,Romance",6.3,187224
tt0371724,movie,The Hitchhiker's Guide to the Galaxy,The Hitchhiker's Guide to the Galaxy,0,2005,\N,109,"Adventure,Comedy,Sci-Fi",6.8,187186
tt1111422,movie,The Taking of Pelham 123,The Taking of Pelham 123,0,2009,\N,106,"Action,Crime,Thriller",6.4,187016
tt9243946,movie,El Camino: A Breaking Bad Movie,El Camino: A Breaking Bad Movie,0,2019,\N,122,"Action,Crime,Drama",7.3,186929
tt2094766,movie,Assassin's Creed,Assassin's Creed,0,2016,\N,115,"Action,Adventure,Sci-Fi",5.7,186919
tt0318627,movie,Resident Evil: Apocalypse,Resident Evil: Apocalypse,0,2004,\N,94,"Action,Horror,Sci-Fi",6.2,186909
tt2637276,movie,Ted 2,Ted 2,0,2015,\N,115,Comedy,6.3,186652
tt2404435,movie,The Magnificent Seven,The Magnificent Seven,0,2016,\N,132,"Action,Adventure,Western",6.9,186229
tt0100157,movie,Misery,Misery,0,1990,\N,107,"Drama,Thriller",7.8,186072
tt0112697,movie,Clueless,Clueless,0,1995,\N,97,"Comedy,Romance",6.8,186063
tt0892791,movie,Shrek Forever After,Shrek Forever After,0,2010,\N,93,"Adventure,Animation,Comedy",6.3,186003
