tconst,titleType,primaryTitle,originalTitle,isAdult,startYear,endYear,runtimeMinutes,genres,averageRating,numVotes
tt0111161,movie,The Shawshank Redemption,The Shawshank Redemption,0,1994,\N,142,Drama,9.3,2359824
tt0468569,movie,The Dark Knight,The Dark Knight,0,2008,\N,152,"Action,Crime,Drama",9.0,2319125
tt0137523,movie,Fight Club,Fight Club,0,1999,\N,139,Drama,8.8,1867843
tt0110912,movie,Pulp Fiction,Pulp Fiction,0,1994,\N,154,"Crime,Drama",8.9,1839138
tt0109830,movie,Forrest Gump,Forrest Gump,0,1994,\N,142,"Drama,Romance",8.8,1823859
tt0133093,movie,The Matrix,The Matrix,0,1999,\N,136,"Action,Sci-Fi",8.7,1688320
tt0120737,movie,The Lord of the Rings: The Fellowship of the Ring,The Lord of the Rings: The Fellowship of the Ring,0,2001,\N,178,"Action,Adventure,Drama",8.8,1672502
tt0167260,movie,The Lord of the Rings: The Return of the King,The Lord of the Rings: The Return of the King,0,2003,\N,201,"Action,Adventure,Drama",8.9,1652976
tt0068646,movie,The Godfather,The Godfather,0,1972,\N,175,"Crime,Drama",9.2,1633241
tt0816692,movie,Interstellar,Interstellar,0,2014,\N,169,"Adventure,Drama,Sci-Fi",8.6,1527723
tt1345836,movie,The Dark Knight Rises,The Dark Knight Rises,0,2012,\N,164,"Action,Adventure",8.4,1525341
tt0167261,movie,The Lord of the Rings: The Two Towers,The Lord of the Rings: The Two Towers,0,2002,\N,179,"Action,Adventure,Drama",8.7,1494848
tt0114369,movie,Se7en,Se7en,0,1995,\N,127,"Crime,Drama,Mystery",8.6,1456753
tt1853728,movie,Django Unchained,Django Unchained,0,2012,\N,165,"Drama,Western",8.4,1368800
tt0172495,movie,Gladiator,Gladiator,0,2000,\N,155,"Action,Adventure,Drama",8.5,1350035
tt0372784,movie,Batman Begins,Batman Begins,0,2005,\N,140,"Action,Adventure",8.2,1315897
tt0102926,movie,The Silence of the Lambs,The Silence of the Lambs,0,1991,\N,118,"Crime,Drama,Thriller",8.6,1281162
tt0361748,movie,Inglourious Basterds,Inglourious Basterds,0,2009,\N,153,"Adventure,Drama,War",8.3,1278461
tt0848228,movie,The Avengers,The Avengers,0,2012,\N,143,"Action,Adventure,Sci-Fi",8.0,1267249
tt0120815,movie,Saving Private Ryan,Saving Private Ryan,0,1998,\N,169,"Drama,War",8.6,1244363
tt0076759,movie,Star Wars: Episode IV - A New Hope,Star Wars,0,1977,\N,121,"Action,Adventure,Fantasy",8.6,1238443
tt0108052,movie,Schindler's List,Schindler's List,0,1993,\N,195,"Biography,Drama,History",8.9,1221178
tt0993846,movie,The Wolf of Wall Street,The Wolf of Wall Street,0,2013,\N,180,"Biography,Crime,Drama",8.2,1201586
tt0482571,movie,The Prestige,The Prestige,0,2006,\N,130,"Drama,Mystery,Sci-Fi",8.5,1199096
tt0407887,movie,The Departed,The Departed,0,2006,\N,151,"Crime,Drama,Thriller",8.5,1198226
tt0080684,movie,Star Wars: Episode V - The Empire Strikes Back,Star Wars: Episode V - The Empire Strikes Back,0,1980,\N,124,"Action,Adventure,Fantasy",8.7,1166324
tt0120689,movie,The Green Mile,The Green Mile,0,1999,\N,189,"Crime,Drama,Fantasy",8.6,1157181
tt1130884,movie,Shutter Island,Shutter Island,0,2010,\N,138,"Mystery,Thriller",8.2,1140967
tt0071562,movie,The Godfather: Part II,The Godfather: Part II,0,1974,\N,202,"Crime,Drama",9.0,1138235
tt0209144,movie,Memento,Memento,0,2000,\N,113,"Mystery,Thriller",8.4,1132393
tt0499549,movie,Avatar,Avatar,0,2009,\N,162,"Action,Adventure,Fantasy",7.8,1123683
tt0169547,movie,American Beauty,American Beauty,0,1999,\N,122,Drama,8.3,1075231
tt0088763,movie,Back to the Future,Back to the Future,0,1985,\N,116,"Adventure,Comedy,Sci-Fi",8.5,1066000
tt0120338,movie,Titanic,Titanic,0,1997,\N,194,"Drama,Romance",7.8,1053336
tt2015381,movie,Guardians of the Galaxy,Guardians of the Galaxy,0,2014,\N,121,"Action,Adventure,Comedy",8.0,1049972
tt0110413,movie,Léon: The Professional,Léon,0,1994,\N,110,"Action,Crime,Drama",8.5,1042829
tt0120586,movie,American History X,American History X,0,1998,\N,119,Drama,8.5,1040000
tt0434409,movie,V for Vendetta,V for Vendetta,0,2005,\N,132,"Action,Drama,Sci-Fi",8.2,1038177
tt0099685,movie,Goodfellas,Goodfellas,0,1990,\N,146,"Biography,Crime,Drama",8.7,1028858
tt0325980,movie,Pirates of the Caribbean: The Curse of the Black Pearl,Pirates of the Caribbean: The Curse of the Black Pearl,0,2003,\N,143,"Action,Adventure,Fantasy",8.0,1018985
tt0266697,movie,Kill Bill: Vol. 1,Kill Bill: Vol. 1,0,2003,\N,111,"Action,Crime,Drama",8.1,1006980
tt0910970,movie,WALL·E,WALL·E,0,2008,\N,98,"Adventure,Animation,Family",8.4,1006512
tt0103064,movie,Terminator 2: Judgment Day,Terminator 2: Judgment Day,0,1991,\N,137,"Action,Sci-Fi",8.5,1000709
tt0114814,movie,The Usual Suspects,The Usual Suspects,0,1995,\N,106,"Crime,Mystery,Thriller",8.5,997131
tt0112573,movie,Braveheart,Braveheart,0,1995,\N,178,"Biography,Drama,History",8.3,964095
tt7286456,movie,Joker,Joker,0,2019,\N,122,"Crime,Drama,Thriller",8.4,958986
tt0086190,movie,Star Wars: Episode VI - Return of the Jedi,Star Wars: Episode VI - Return of the Jedi,0,1983,\N,131,"Action,Adventure,Fantasy",8.3,956020
tt0266543,movie,Finding Nemo,Finding Nemo,0,2003,\N,100,"Adventure,Animation,Comedy",8.1,954911
tt0110357,movie,The Lion King,The Lion King,0,1994,\N,88,"Adventure,Animation,Drama",8.5,949018
tt0120382,movie,The Truman Show,The Truman Show,0,1998,\N,103,"Comedy,Drama",8.1,947716
tt0371746,movie,Iron Man,Iron Man,0,2008,\N,126,"Action,Adventure,Sci-Fi",7.9,945968
tt1049413,movie,Up,Up,0,2009,\N,96,"Adventure,Animation,Comedy",8.2,941860
tt0105236,movie,Reservoir Dogs,Reservoir Dogs,0,1992,\N,99,"Crime,Drama,Thriller",8.3,924597
tt0073486,movie,One Flew Over the Cuckoo's Nest,One Flew Over the Cuckoo's Nest,0,1975,\N,133,Drama,8.7,923669
tt0338013,movie,Eternal Sunshine of the Spotless Mind,Eternal Sunshine of the Spotless Mind,0,2004,\N,108,"Drama,Romance,Sci-Fi",8.3,917141
tt0167404,movie,The Sixth Sense,The Sixth Sense,0,1999,\N,107,"Drama,Mystery,Thriller",8.1,915826
tt1431045,movie,Deadpool,Deadpool,0,2016,\N,108,"Action,Adventure,Comedy",8.0,909394
tt0081505,movie,The Shining,The Shining,0,1980,\N,146,"Drama,Horror",8.4,905127
tt0114709,movie,Toy Story,Toy Story,0,1995,\N,81,"Adventure,Animation,Comedy",8.3,893432
tt1392190,movie,Mad Max: Fury Road,Mad Max: Fury Road,0,2015,\N,120,"Action,Adventure,Sci-Fi",8.1,888792
tt0082971,movie,Indiana Jones and the Raiders of the Lost Ark,Raiders of the Lost Ark,0,1981,\N,115,"Action,Adventure",8.4,888665
tt0107290,movie,Jurassic Park,Jurassic Park,0,1993,\N,127,"Action,Adventure,Sci-Fi",8.1,873469
tt2267998,movie,Gone Girl,Gone Girl,0,2014,\N,149,"Drama,Mystery,Thriller",8.1,868023
tt0119217,movie,Good Will Hunting,Good Will Hunting,0,1997,\N,126,"Drama,Romance",8.3,867912
tt2488496,movie,Star Wars: Episode VII - The Force Awakens,Star Wars: Episode VII - The Force Awakens,0,2015,\N,138,"Action,Adventure,Sci-Fi",7.9,864628
tt0477348,movie,No Country for Old Men,No Country for Old Men,0,2007,\N,122,"Crime,Drama,Thriller",8.1,863696
tt0268978,movie,A Beautiful Mind,A Beautiful Mind,0,2001,\N,135,"Biography,Drama",8.2,854820
tt1392170,movie,The Hunger Games,The Hunger Games,0,2012,\N,142,"Action,Adventure,Sci-Fi",7.2,848090
tt4154756,movie,Avengers: Infinity War,Avengers: Infinity War,0,2018,\N,149,"Action,Adventure,Sci-Fi",8.4,847013
tt0264464,movie,Catch Me If You Can,Catch Me If You Can,0,2002,\N,141,"Biography,Crime,Drama",8.1,841400
tt4154796,movie,Avengers: Endgame,Avengers: Endgame,0,2019,\N,181,"Action,Adventure,Drama",8.4,828921
tt0198781,movie,"Monsters, Inc.","Monsters, Inc.",0,2001,\N,92,"Adventure,Animation,Comedy",8.1,820742
tt0088247,movie,The Terminator,The Terminator,0,1984,\N,107,"Action,Sci-Fi",8.0,802322
tt1010048,movie,Slumdog Millionaire,Slumdog Millionaire,0,2008,\N,120,"Drama,Romance",8.0,802059
tt0095016,movie,Die Hard,Die Hard,0,1988,\N,132,"Action,Thriller",8.2,797131
tt0078748,movie,Alien,Alien,0,1979,\N,117,"Horror,Sci-Fi",8.4,792973
tt0208092,movie,Snatch,Snatch,0,2000,\N,104,"Comedy,Crime",8.3,786309
tt1454468,movie,Gravity,Gravity,0,2013,\N,91,"Drama,Sci-Fi,Thriller",7.7,772566
tt0180093,movie,Requiem for a Dream,Requiem for a Dream,0,2000,\N,102,Drama,8.3,771796
tt1201607,movie,Harry Potter and the Deathly Hallows: Part 2,Harry Potter and the Deathly Hallows: Part 2,0,2011,\N,130,"Adventure,Drama,Fantasy",8.1,770194
tt1675434,movie,The Intouchables,Intouchables,0,2011,\N,112,"Biography,Comedy,Drama",8.5,767202
tt3659388,movie,The Martian,The Martian,0,2015,\N,144,"Adventure,Drama,Sci-Fi",8.0,765570
tt0066921,movie,A Clockwork Orange,A Clockwork Orange,0,1971,\N,136,"Crime,Drama,Sci-Fi",8.3,762220
tt0435761,movie,Toy Story 3,Toy Story 3,0,2010,\N,103,"Adventure,Animation,Comedy",8.2,761550
tt1300854,movie,Iron Man 3,Iron Man Three,0,2013,\N,130,"Action,Adventure,Sci-Fi",7.1,760721
tt0903624,movie,The Hobbit: An Unexpected Journey,The Hobbit: An Unexpected Journey,0,2012,\N,169,"Adventure,Fantasy",7.8,760703
tt0800369,movie,Thor,Thor,0,2011,\N,115,"Action,Adventure,Fantasy",7.0,752590
tt2395427,movie,Avengers: Age of Ultron,Avengers: Age of Ultron,0,2015,\N,141,"Action,Adventure,Sci-Fi",7.3,751599
tt0086250,movie,Scarface,Scarface,0,1983,\N,170,"Crime,Drama",8.3,747013
tt0458339,movie,Captain America: The First Avenger,Captain America: The First Avenger,0,2011,\N,124,"Action,Adventure,Sci-Fi",6.9,746375
tt0246578,movie,Donnie Darko,Donnie Darko,0,2001,\N,113,"Drama,Mystery,Sci-Fi",8.0,743550
tt1843866,movie,Captain America: The Winter Soldier,Captain America: The Winter Soldier,0,2014,\N,136,"Action,Adventure,Sci-Fi",7.7,741921
tt0401792,movie,Sin City,Sin City,0,2005,\N,124,"Crime,Thriller",8.0,739810
tt0118715,movie,The Big Lebowski,The Big Lebowski,0,1998,\N,117,"Comedy,Crime,Sport",8.1,736736
tt0253474,movie,The Pianist,The Pianist,0,2002,\N,150,"Biography,Drama,Music",8.5,736171
tt0120915,movie,Star Wars: Episode I - The Phantom Menace,Star Wars: Episode I - The Phantom Menace,0,1999,\N,136,"Action,Adventure,Fantasy",6.5,735829
tt0416449,movie,300,300,0,2006,\N,117,"Action,Drama",7.6,735564
tt0075314,movie,Taxi Driver,Taxi Driver,0,1976,\N,114,"Crime,Drama",8.2,730638
tt1228705,movie,Iron Man 2,Iron Man 2,0,2010,\N,124,"Action,Adventure,Sci-Fi",7.0,727772
tt2582802,movie,Whiplash,Whiplash,0,2014,\N,106,"Drama,Music",8.5,724823
tt1205489,movie,Gran Torino,Gran Torino,0,2008,\N,116,Drama,8.1,723990
tt1119646,movie,The Hangover,The Hangover,0,2009,\N,100,Comedy,7.7,720341
tt0121766,movie,Star Wars: Episode III - Revenge of the Sith,Star Wars: Episode III - Revenge of the Sith,0,2005,\N,140,"Action,Adventure,Fantasy",7.5,716784
tt2278388,movie,The Grand Budapest Hotel,The Grand Budapest Hotel,0,2014,\N,99,"Adventure,Comedy,Crime",8.1,714560
tt1663202,movie,The Revenant,The Revenant,0,2015,\N,156,"Action,Adventure,Drama",8.0,711408
tt0211915,movie,Amélie,Le fabuleux destin d'Amélie Poulain,0,2001,\N,122,"Comedy,Romance",8.3,707301
tt0947798,movie,Black Swan,Black Swan,0,2010,\N,108,"Drama,Thriller",8.0,703318
tt0317248,movie,City of God,Cidade de Deus,0,2002,\N,130,"Crime,Drama",8.6,702879
tt0083658,movie,Blade Runner,Blade Runner,0,1982,\N,117,"Action,Sci-Fi,Thriller",8.1,697722
tt0050083,movie,12 Angry Men,12 Angry Men,0,1957,\N,96,"Crime,Drama",9.0,695871
tt0097576,movie,Indiana Jones and the Last Crusade,Indiana Jones and the Last Crusade,0,1989,\N,127,"Action,Adventure",8.2,695734
tt0770828,movie,Man of Steel,Man of Steel,0,2013,\N,143,"Action,Adventure,Sci-Fi",7.0,694848
tt0060196,movie,"The Good, the Bad and the Ugly","Il buono, il brutto, il cattivo",0,1966,\N,161,Western,8.8,692710
tt0145487,movie,Spider-Man,Spider-Man,0,2002,\N,121,"Action,Adventure,Sci-Fi",7.3,691365
tt0480249,movie,I Am Legend,I Am Legend,0,2007,\N,101,"Action,Adventure,Drama",7.2,690333
tt2084970,movie,The Imitation Game,The Imitation Game,0,2014,\N,114,"Biography,Drama,Thriller",8.0,690287
tt0378194,movie,Kill Bill: Vol. 2,Kill Bill: Vol. 2,0,2004,\N,137,"Action,Crime,Thriller",8.0,687840
tt0093058,movie,Full Metal Jacket,Full Metal Jacket,0,1987,\N,116,"Drama,War",8.3,679267
tt0892769,movie,How to Train Your Dragon,How to Train Your Dragon,0,2010,\N,98,"Action,Adventure,Animation",8.1,670840
tt3498820,movie,Captain America: Civil War,Captain America: Civil War,0,2016,\N,147,"Action,Adventure,Sci-Fi",7.8,670030
tt1045658,movie,Silver Linings Playbook,Silver Linings Playbook,0,2012,\N,122,"Comedy,Drama,Romance",7.7,665002
tt0241527,movie,Harry Potter and the Sorcerer's Stone,Harry Potter and the Sorcerer's Stone,0,2001,\N,152,"Adventure,Family,Fantasy",7.6,663876
tt1877832,movie,X-Men: Days of Future Past,X-Men: Days of Future Past,0,2014,\N,132,"Action,Adventure,Sci-Fi",7.9,663269
tt0317705,movie,The Incredibles,The Incredibles,0,2004,\N,115,"Action,Adventure,Animation",8.0,660550
tt0245429,movie,Spirited Away,Sen to Chihiro no kamikakushi,0,2001,\N,125,"Adventure,Animation,Family",8.6,658221
tt0383574,movie,Pirates of the Caribbean: Dead Man's Chest,Pirates of the Caribbean: Dead Man's Chest,0,2006,\N,151,"Action,Adventure,Fantasy",7.3,658207
tt0090605,movie,Aliens,Aliens,0,1986,\N,137,"Action,Adventure,Sci-Fi",8.3,656137
tt3315342,movie,Logan,Logan,0,2017,\N,137,"Action,Drama,Sci-Fi",8.1,653671
tt1270798,movie,X-Men: First Class,X: First Class,0,2011,\N,131,"Action,Adventure,Sci-Fi",7.7,648271
tt0121765,movie,Star Wars: Episode II - Attack of the Clones,Star Wars: Episode II - Attack of the Clones,0,2002,\N,142,"Action,Adventure,Fantasy",6.5,646802
tt0382932,movie,Ratatouille,Ratatouille,0,2007,\N,111,"Adventure,Animation,Comedy",8.0,646138
tt2024544,movie,12 Years a Slave,12 Years a Slave,0,2013,\N,134,"Biography,Drama,History",8.1,645016
tt1504320,movie,The King's Speech,The King's Speech,0,2010,\N,118,"Biography,Drama,History",8.0,642665
tt1136608,movie,District 9,District 9,0,2009,\N,112,"Action,Sci-Fi,Thriller",7.9,640467
tt0405159,movie,Million Dollar Baby,Million Dollar Baby,0,2004,\N,132,"Drama,Sport",8.1,639481
tt0117951,movie,Trainspotting,Trainspotting,0,1996,\N,93,Drama,8.1,637782
tt1074638,movie,Skyfall,Skyfall,0,2012,\N,143,"Action,Adventure,Thriller",7.7,632741
tt1825683,movie,Black Panther,Black Panther,0,2018,\N,134,"Action,Adventure,Sci-Fi",7.3,632105
tt1285016,movie,The Social Network,The Social Network,0,2010,\N,120,"Biography,Drama",7.7,629787
tt2975590,movie,Batman v Superman: Dawn of Justice,Batman v Superman: Dawn of Justice,0,2016,\N,152,"Action,Adventure,Sci-Fi",6.4,629435
tt0118799,movie,Life Is Beautiful,La vita è bella,0,1997,\N,116,"Comedy,Drama,Romance",8.6,628366
tt2096673,movie,Inside Out,Inside Out,0,2015,\N,95,"Adventure,Animation,Comedy",8.1,622330
tt0457430,movie,Pan's Labyrinth,El laberinto del fauno,0,2006,\N,118,"Drama,Fantasy,War",8.2,621837
tt0116282,movie,Fargo,Fargo,0,1996,\N,98,"Crime,Drama,Thriller",8.1,621442
tt0126029,movie,Shrek,Shrek,0,2001,\N,90,"Adventure,Animation,Comedy",7.8,616873
tt1951264,movie,The Hunger Games: Catching Fire,The Hunger Games: Catching Fire,0,2013,\N,146,"Action,Adventure,Mystery",7.5,616271
tt0078788,movie,Apocalypse Now,Apocalypse Now,0,1979,\N,147,"Drama,Mystery,War",8.4,610384
tt0054215,movie,Psycho,Psycho,0,1960,\N,109,"Horror,Mystery,Thriller",8.5,608337
tt0062622,movie,2001: A Space Odyssey,2001: A Space Odyssey,0,1968,\N,149,"Adventure,Sci-Fi",8.3,607440
tt1392214,movie,Prisoners,Prisoners,0,2013,\N,153,"Crime,Drama,Mystery",8.1,606806
tt0440963,movie,The Bourne Ultimatum,The Bourne Ultimatum,0,2007,\N,115,"Action,Mystery,Thriller",8.0,606366
tt1386697,movie,Suicide Squad,Suicide Squad,0,2016,\N,123,"Action,Adventure,Fantasy",6.0,605407
tt0816711,movie,World War Z,World War Z,0,2013,\N,116,"Action,Adventure,Horror",7.0,604660
tt1211837,movie,Doctor Strange,Doctor Strange,0,2016,\N,115,"Action,Adventure,Fantasy",7.5,604546
tt1170358,movie,The Hobbit: The Desolation of Smaug,The Hobbit: The Desolation of Smaug,0,2013,\N,161,"Adventure,Fantasy",7.8,604384
tt1631867,movie,Edge of Tomorrow,Edge of Tomorrow,0,2014,\N,113,"Action,Adventure,Sci-Fi",7.9,603605
tt1981115,movie,Thor: The Dark World,Thor: The Dark World,0,2013,\N,112,"Action,Adventure,Fantasy",6.9,600539
tt2543164,movie,Arrival,Arrival,0,2016,\N,116,"Drama,Sci-Fi",7.9,599467
tt1670345,movie,Now You See Me,Now You See Me,0,2013,\N,115,"Crime,Mystery,Thriller",7.3,599244
tt0449088,movie,Pirates of the Caribbean: At World's End,Pirates of the Caribbean: At World's End,0,2007,\N,169,"Action,Adventure,Fantasy",7.1,598271
tt0418279,movie,Transformers,Transformers,0,2007,\N,144,"Action,Adventure,Sci-Fi",7.0,597887
tt3501632,movie,Thor: Ragnarok,Thor: Ragnarok,0,2017,\N,130,"Action,Adventure,Comedy",7.9,595835
tt2802144,movie,Kingsman: The Secret Service,Kingsman: The Secret Service,0,2014,\N,129,"Action,Adventure,Comedy",7.7,593594
tt0421715,movie,The Curious Case of Benjamin Button,The Curious Case of Benjamin Button,0,2008,\N,166,"Drama,Fantasy,Romance",7.8,593022
tt0988045,movie,Sherlock Holmes,Sherlock Holmes,0,2009,\N,128,"Action,Adventure,Mystery",7.6,585525
tt0381061,movie,Casino Royale,Casino Royale,0,2006,\N,144,"Action,Adventure,Thriller",8.0,584667
tt0454876,movie,Life of Pi,Life of Pi,0,2012,\N,127,"Adventure,Drama,Fantasy",7.9,583725
tt2562232,movie,Birdman or (The Unexpected Virtue of Ignorance),Birdman or (The Unexpected Virtue of Ignorance),0,2014,\N,119,"Comedy,Drama",7.7,583682
tt0107048,movie,Groundhog Day,Groundhog Day,0,1993,\N,101,"Comedy,Fantasy,Romance",8.0,582429
tt0369610,movie,Jurassic World,Jurassic World,0,2015,\N,124,"Action,Adventure,Sci-Fi",7.0,582185
tt0113277,movie,Heat,Heat,0,1995,\N,170,"Crime,Drama,Thriller",8.2,581751
tt0114746,movie,12 Monkeys,Twelve Monkeys,0,1995,\N,129,"Mystery,Sci-Fi,Thriller",8.0,581104
tt0796366,movie,Star Trek,Star Trek,0,2009,\N,127,"Action,Adventure,Sci-Fi",7.9,578774
tt0758758,movie,Into the Wild,Into the Wild,0,2007,\N,148,"Adventure,Biography,Drama",8.1,576594
tt1024648,movie,Argo,Argo,0,2012,\N,120,"Biography,Drama,Thriller",7.7,575834
tt0478970,movie,Ant-Man,Ant-Man,0,2015,\N,117,"Action,Adventure,Comedy",7.3,575529
tt3896198,movie,Guardians of the Galaxy Vol. 2,Guardians of the Galaxy Vol. 2,0,2017,\N,136,"Action,Adventure,Comedy",7.6,575518
tt2294629,movie,Frozen,Frozen,0,2013,\N,102,"Adventure,Animation,Comedy",7.4,575458
tt0780504,movie,Drive,Drive,0,2011,\N,100,"Crime,Drama",7.8,575235
tt0451279,movie,Wonder Woman,Wonder Woman,0,2017,\N,141,"Action,Adventure,Fantasy",7.4,573806
tt0120903,movie,X-Men,X-Men,0,2000,\N,104,"Action,Adventure,Sci-Fi",7.4,573381
tt6751668,movie,Parasite,Gisaengchung,0,2019,\N,132,"Comedy,Drama,Thriller",8.6,572657
tt1637725,movie,Ted,Ted,0,2012,\N,106,Comedy,6.9,572100
tt1446714,movie,Prometheus,Prometheus,0,2012,\N,124,"Adventure,Mystery,Sci-Fi",7.0,570379
tt2527336,movie,Star Wars: Episode VIII - The Last Jedi,Star Wars: Episode VIII - The Last Jedi,0,2017,\N,152,"Action,Adventure,Fantasy",7.0,569106
tt0936501,movie,Taken,Taken,0,2008,\N,90,"Action,Thriller",7.8,566682
tt7131622,movie,Once Upon a Time... In Hollywood,Once Upon a Time... in Hollywood,0,2019,\N,161,"Comedy,Drama",7.6,562621
tt5013056,movie,Dunkirk,Dunkirk,0,2017,\N,106,"Action,Drama,History",7.8,561450
tt0948470,movie,The Amazing Spider-Man,The Amazing Spider-Man,0,2012,\N,136,"Action,Adventure,Fantasy",6.9,561243
tt3748528,movie,Rogue One: A Star Wars Story,Rogue One,0,2016,\N,133,"Action,Adventure,Sci-Fi",7.8,560310
tt0295297,movie,Harry Potter and the Chamber of Secrets,Harry Potter and the Chamber of Secrets,0,2002,\N,161,"Adventure,Family,Fantasy",7.4,558781
tt0304141,movie,Harry Potter and the Prisoner of Azkaban,Harry Potter and the Prisoner of Azkaban,0,2004,\N,142,"Adventure,Family,Fantasy",7.9,556544
tt0330373,movie,Harry Potter and the Goblet of Fire,Harry Potter and the Goblet of Fire,0,2005,\N,157,"Adventure,Family,Fantasy",7.7,552568
tt0316654,movie,Spider-Man 2,Spider-Man 2,0,2004,\N,127,"Action,Adventure,Sci-Fi",7.3,547033
tt0073195,movie,Jaws,Jaws,0,1975,\N,124,"Adventure,Thriller",8.0,545500
tt1798709,movie,Her,Her,0,2013,\N,126,"Drama,Romance,Sci-Fi",8.0,545195
tt2911666,movie,John Wick,John Wick,0,2014,\N,101,"Action,Crime,Thriller",7.4,543401
tt0120735,movie,"Lock, Stock and Two Smoking Barrels","Lock, Stock and Two Smoking Barrels",0,1998,\N,107,"Action,Comedy,Crime",8.2,538343
tt1276104,movie,Looper,Looper,0,2012,\N,113,"Action,Drama,Sci-Fi",7.4,536655
tt0119488,movie,L.A. Confidential,L.A. Confidential,0,1997,\N,138,"Crime,Drama,Mystery",8.2,535038
tt0120363,movie,Toy Story 2,Toy Story 2,0,1999,\N,92,"Adventure,Animation,Comedy",7.9,530380
tt0116629,movie,Independence Day,Independence Day,0,1996,\N,145,"Action,Adventure,Sci-Fi",7.0,529921
tt1219289,movie,Limitless,Limitless,0,2011,\N,105,"Sci-Fi,Thriller",7.4,528966
tt0162222,movie,Cast Away,Cast Away,0,2000,\N,143,"Adventure,Drama,Romance",7.8,528012
tt1250777,movie,Kick-Ass,Kick-Ass,0,2010,\N,117,"Action,Comedy,Crime",7.6,526681
tt0034583,movie,Casablanca,Casablanca,0,1942,\N,102,"Drama,Romance,War",8.5,525289
tt0332280,movie,The Notebook,The Notebook,0,2004,\N,123,"Drama,Romance",7.8,524000
tt0829482,movie,Superbad,Superbad,0,2007,\N,113,Comedy,7.6,523704
tt1156398,movie,Zombieland,Zombieland,0,2009,\N,88,"Adventure,Comedy,Fantasy",7.6,522209
tt3460252,movie,The Hateful Eight,The Hateful Eight,0,2015,\N,168,"Crime,Drama,Mystery",7.8,522057
tt0469494,movie,There Will Be Blood,There Will Be Blood,0,2007,\N,158,Drama,8.2,521885
tt0075148,movie,Rocky,Rocky,0,1976,\N,120,"Drama,Sport",8.1,521837
tt0240772,movie,Ocean's Eleven,Ocean's Eleven,0,2001,\N,116,"Crime,Thriller",7.7,519748
tt0364569,movie,Oldboy,Oldeuboi,0,2003,\N,120,"Action,Drama,Mystery",8.4,519391
tt2250912,movie,Spider-Man: Homecoming,Spider-Man: Homecoming,0,2017,\N,133,"Action,Adventure,Sci-Fi",7.4,519064
tt0234215,movie,The Matrix Reloaded,The Matrix Reloaded,0,2003,\N,138,"Action,Sci-Fi",7.2,518676
tt0119654,movie,Men in Black,Men in Black,0,1997,\N,98,"Action,Adventure,Comedy",7.3,518270
tt0373889,movie,Harry Potter and the Order of the Phoenix,Harry Potter and the Order of the Phoenix,0,2007,\N,138,"Action,Adventure,Family",7.5,514975
tt0365748,movie,Shaun of the Dead,Shaun of the Dead,0,2004,\N,99,"Comedy,Horror",7.9,514629
tt0290334,movie,X2: X-Men United,X2,0,2003,\N,134,"Action,Sci-Fi,Thriller",7.4,513983
tt1232829,movie,21 Jump Street,21 Jump Street,0,2012,\N,109,"Action,Comedy,Crime",7.2,512873
tt0258463,movie,The Bourne Identity,The Bourne Identity,0,2002,\N,119,"Action,Mystery,Thriller",7.9,511059
tt3783958,movie,La La Land,La La Land,0,2016,\N,128,"Comedy,Drama,Music",8.0,511030
tt0181689,movie,Minority Report,Minority Report,0,2002,\N,145,"Action,Crime,Mystery",7.6,510753
tt0409459,movie,Watchmen,Watchmen,0,2009,\N,162,"Action,Drama,Mystery",7.6,503272
tt0071853,movie,Monty Python and the Holy Grail,Monty Python and the Holy Grail,0,1975,\N,91,"Adventure,Comedy,Fantasy",8.2,503175
tt1323594,movie,Despicable Me,Despicable Me,0,2010,\N,95,"Animation,Comedy,Crime",7.6,503141
tt0413300,movie,Spider-Man 3,Spider-Man 3,0,2007,\N,139,"Action,Adventure,Sci-Fi",6.2,502234
tt0450259,movie,Blood Diamond,Blood Diamond,0,2006,\N,143,"Adventure,Drama,Thriller",8.0,502169
tt0343818,movie,"I, Robot","I, Robot",0,2004,\N,115,"Action,Drama,Sci-Fi",7.1,500869
tt5052448,movie,Get Out,Get Out,0,2017,\N,104,"Horror,Mystery,Thriller",7.7,498100
tt1318514,movie,Rise of the Planet of Apes,Rise of the Planet of the Apes,0,2011,\N,105,"Action,Drama,Sci-Fi",7.6,497421
tt0144084,movie,American Psycho,American Psycho,0,2000,\N,101,"Comedy,Crime,Drama",7.6,496316
tt0467406,movie,Juno,Juno,0,2007,\N,96,"Comedy,Drama",7.4,492703
tt0099785,movie,Home Alone,Home Alone,0,1990,\N,103,"Comedy,Family",7.6,491442
tt0332452,movie,Troy,Troy,0,2004,\N,163,"Drama,History",7.3,491008
tt1483013,movie,Oblivion,Oblivion,0,2013,\N,124,"Action,Adventure,Sci-Fi",7.0,488142
tt0945513,movie,Source Code,Source Code,0,2011,\N,93,"Action,Drama,Mystery",7.5,486857
tt5463162,movie,Deadpool 2,Deadpool 2,0,2018,\N,119,"Action,Adventure,Comedy",7.7,484998
tt0376994,movie,X-Men: The Last Stand,X-Men: The Last Stand,0,2006,\N,104,"Action,Adventure,Sci-Fi",6.7,484765
tt0096874,movie,Back to the Future Part II,Back to the Future Part II,0,1989,\N,108,"Adventure,Comedy,Sci-Fi",7.8,484464
